Player,Team,Season,Height,Position,Age,G,MIN,MINPG,FGM,FGA,FGP,TPM,TPA,TPP,FTM,FTA,FTP,ORB,ORBPG,DRB,DRBPG,TRB,TRBPG,AST,ASTPG,STL,STLPG,BLK,BLKPG,TO,TOPG,PF,PTS,PTSPG,
Mike Brittain,SAS,1985-1986, 7-0,C,22,32,219,6.84375,22,43,.512,0,0,.000,10,19,.526,10,0.3125,39,1.21875,49,1.53125,5,0.15625,3,0.09375,12,0.375,20,0.625,54,54,1.6875,
Mike Brittain,SAS,1986-1987, 7-0,C,23,6,29,4.83333333333,4,9,.444,0,0,.000,1,2,.500,2,0.333333333333,2,0.333333333333,4,0.666666666667,2,0.333333333333,1,0.166666666667,0,0.0,2,0.333333333333,3,9,1.5,
