Player,Team,Season,Height,Position,Age,G,MIN,MINPG,FGM,FGA,FGP,TPM,TPA,TPP,FTM,FTA,FTP,ORB,ORBPG,DRB,DRBPG,TRB,TRBPG,AST,ASTPG,STL,STLPG,BLK,BLKPG,TO,TOPG,PF,PTS,PTSPG,
Bob Martin,LAC,1993-1994, 7-0,C,24,53,535,10.0943396226,40,88,.455,0,0,.000,31,51,.608,36,0.679245283019,81,1.52830188679,117,2.20754716981,17,0.320754716981,8,0.150943396226,33,0.622641509434,29,0.547169811321,106,111,2.09433962264,
Bob Martin,LAC,1994-1995, 7-0,C,25,1,14,14.0,1,5,.200,0,0,.000,0,0,.000,2,2.0,0,0.0,2,2.0,1,1.0,0,0.0,1,1.0,0,0.0,2,2,2.0,
